,yfit,xfit,doctors_per_10000,life_expectancy
300,78.4268583273691,25.537177177177174,,
301,78.43631643646607,25.6211011011011,,
302,78.44567428006505,25.705025025025023,,
303,78.45493307291436,25.78894894894895,,
304,78.46409402049711,25.872872872872872,,
305,78.47315831906218,25.956796796796795,,
306,78.48212715565492,26.04072072072072,,
307,78.49100170814813,26.124644644644643,,
308,78.49978314527286,26.208568568568566,,
309,78.5084726266493,26.292492492492492,,
310,78.51707130281756,26.376416416416415,,
311,78.52558031526863,26.460340340340338,,
312,78.53400079647517,26.544264264264264,,
313,78.5423338699224,26.628188188188187,,
314,78.55058065013894,26.71211211211211,,
315,78.55874224272763,26.796036036036035,,
316,78.56681974439647,26.879959959959958,,
317,78.57481424298942,26.96388388388388,,
318,78.58272681751723,27.047807807807807,,
319,78.59055853818839,27.13173173173173,,
320,78.59831046643991,27.215655655655652,,
321,78.6059836549682,27.29957957957958,,
322,78.61357914775988,27.3835035035035,,
323,78.62109798012276,27.467427427427427,,
324,78.62854117871655,27.55135135135135,,
325,78.6359097615838,27.635275275275273,,
326,78.64320473818077,27.7191991991992,,
327,78.65042710940823,27.80312312312312,,
328,78.65757786764235,27.887047047047044,,
329,78.66465799676553,27.97097097097097,,
330,78.67166847219727,28.054894894894893,,
331,78.67861026092513,28.138818818818816,,
332,78.68548432153536,28.222742742742742,,
333,78.69229160424396,28.306666666666665,,
334,78.69903305092743,28.390590590590588,,
335,78.70570959515368,28.474514514514514,,
336,78.71232216221286,28.558438438438436,,
337,78.7188716691482,28.64236236236236,,
338,78.72535902478694,28.726286286286285,,
339,78.73178512977111,28.810210210210208,,
340,78.73815087658836,28.894134134134134,,
341,78.74445714960295,28.978058058058057,,
342,78.75070482508649,29.06198198198198,,
343,78.7568947712488,29.145905905905906,,
344,78.76302784826885,29.22982982982983,,
345,78.76910490832555,29.31375375375375,,
346,78.7751267956286,29.397677677677677,,
347,78.78109434644936,29.4816016016016,,
348,78.7870083891518,29.565525525525523,,
349,78.79286974422314,29.64944944944945,,
350,78.79867922430492,29.73337337337337,,
351,78.80443763422377,29.817297297297294,,
352,78.81014577102226,29.90122122122122,,
353,78.81580442398979,29.985145145145143,,
354,78.82141437469332,30.069069069069066,,
355,78.82697639700845,30.152992992992992,,
356,78.83249125715014,30.236916916916915,,
357,78.83795971370354,30.32084084084084,,
358,78.8433825176549,30.404764764764764,,
359,78.84876041242242,30.488688688688686,,
360,78.85409413388712,30.572612612612613,,
361,78.85938441042366,30.656536536536535,,
362,78.86463196293121,30.740460460460458,,
363,78.86983750486436,30.824384384384384,,
364,78.87500174226386,30.908308308308307,,
365,78.88012537378759,30.99223223223223,,
366,78.88520909074137,31.076156156156156,,
367,78.89025357710976,31.16008008008008,,
368,78.8952595095871,31.244004004004,,
369,78.90022755760813,31.327927927927927,,
370,78.90515838337899,31.41185185185185,,
371,78.91005264190805,31.495775775775773,,
372,78.9149109810368,31.5796996996997,,
373,78.91973404147058,31.66362362362362,,
374,78.92452245680957,31.747547547547544,,
375,78.92927685357964,31.83147147147147,,
376,78.93399785126314,31.915395395395393,,
377,78.93868606232975,31.99931931931932,,
378,78.94334209226739,32.083243243243246,,
379,78.9479665396131,32.167167167167165,,
380,78.95255999598379,32.25109109109109,,
381,78.95712304610723,32.33501501501502,,
382,78.96165626785272,32.418938938938936,,
383,78.96616023226221,32.50286286286286,,
384,78.97063550358092,32.58678678678679,,
385,78.97508263928832,32.67071071071071,,
386,78.97950219012888,32.754634634634634,,
387,78.98389470014314,32.83855855855856,,
388,78.9882607066983,32.92248248248248,,
389,78.9926007405193,33.006406406406406,,
390,78.99691532571944,33.09033033033033,,
391,79.00120497983156,33.17425425425425,,
392,79.00547021383852,33.25817817817818,,
393,79.00971153220442,33.3421021021021,,
394,79.0139294329052,33.42602602602602,,
395,79.01812440745958,33.50994994994995,,
396,79.02229694095992,33.593873873873875,,
397,79.02644751210312,33.677797797797794,,
398,79.03057659322138,33.76172172172172,,
399,79.03468465031315,33.84564564564565,,
400,79.03877214307388,33.929569569569566,,
401,79.04283952492705,34.01349349349349,,
402,79.04688724305478,34.09741741741742,,
403,79.05091573842896,34.18134134134134,,
404,79.05492544584187,34.26526526526526,,
405,79.05891679393719,34.34918918918919,,
406,79.06289020524082,34.43311311311311,,
407,79.06684609619163,34.517037037037035,,
408,79.07078487717249,34.60096096096096,,
409,79.07470695254105,34.68488488488488,,
410,79.07861272066057,34.76880880880881,,
411,79.08250257393074,34.85273273273273,,
412,79.08637689881868,34.93665665665665,,
413,79.0902360758897,35.02058058058058,,
414,79.09408047983808,35.104504504504504,,
415,79.0979104795181,35.18842842842842,,
416,79.1017264379748,35.27235235235235,,
417,79.10552871247485,35.356276276276276,,
418,79.10931765453729,35.440200200200195,,
419,79.1130936099647,35.52412412412412,,
420,79.11685691887374,35.60804804804805,,
421,79.12060791572603,35.691971971971974,,
422,79.12434692935932,35.77589589589589,,
423,79.12807428301794,35.85981981981982,,
424,79.1317902943839,35.943743743743745,,
425,79.13549527560778,36.027667667667664,,
426,79.13918953333933,36.11159159159159,,
427,79.1428733687586,36.19551551551552,,
428,79.14654707760668,36.279439439439436,,
429,79.15021095021652,36.36336336336336,,
430,79.15386527154389,36.44728728728729,,
431,79.15751032119815,36.53121121121121,,
432,79.16114637347307,36.615135135135134,,
433,79.1647736973779,36.69905905905906,,
434,79.16839255666797,36.78298298298298,,
435,79.17200320987561,36.866906906906905,,
436,79.17560591034123,36.95083083083083,,
437,79.17920090624382,37.03475475475475,,
438,79.18278844063201,37.11867867867868,,
439,79.186368751455,37.2026026026026,,
440,79.18994207159325,37.28652652652652,,
441,79.19350862888943,37.37045045045045,,
442,79.19706864617918,37.454374374374375,,
443,79.20062234132212,37.538298298298294,,
444,79.20416992723257,37.62222222222222,,
445,79.20771161191048,37.706146146146146,,
446,79.2112475984723,37.790070070070065,,
447,79.21477808518175,37.87399399399399,,
448,79.21830326548073,37.95791791791792,,
449,79.22182332802025,38.04184184184184,,
450,79.22533845669113,38.12576576576576,,
451,79.22884883065493,38.20968968968969,,
452,79.23235462437492,38.29361361361361,,
453,79.23585600764673,38.377537537537535,,
454,79.23935314562932,38.46146146146146,,
455,79.24284619887591,38.54538538538538,,
456,79.24633532336466,38.629309309309306,,
457,79.24982067052963,38.71323323323323,,
458,79.2533023872917,38.79715715715716,,
459,79.25678061608923,38.88108108108108,,
460,79.26025549490919,38.965005005005004,,
461,79.2637271573177,39.04892892892893,,
462,79.26719573249119,39.13285285285285,,
463,79.27066134524702,39.216776776776776,,
464,79.27412411607449,39.3007007007007,,
465,79.27758416116563,39.38462462462462,,
466,79.28104159244606,39.46854854854855,,
467,79.28449651760587,39.55247247247247,,
468,79.28794904013041,39.63639639639639,,
469,79.29139925933129,39.72032032032032,,
470,79.29484727037705,39.804244244244245,,
471,79.29829316432414,39.888168168168164,,
472,79.30173702814778,39.97209209209209,,
473,79.30517894477276,40.05601601601602,,
474,79.30861899310432,40.139939939939936,,
475,79.312057248059,40.22386386386386,,
476,79.31549378059549,40.30778778778779,,
477,79.31892865774554,40.39171171171171,,
478,79.32236194264476,40.47563563563563,,
479,79.32579369456349,40.55955955955956,,
480,79.32922396893761,40.64348348348348,,
481,79.33265281739955,40.727407407407405,,
482,79.33608028780895,40.81133133133133,,
483,79.33950642428366,40.89525525525525,,
484,79.34293126723054,40.97917917917918,,
485,79.3463548533763,41.0631031031031,,
486,79.34977721579838,41.14702702702702,,
487,79.35319838395581,41.23095095095095,,
488,79.3566183837201,41.314874874874874,,
489,79.36003723740599,41.39879879879879,,
490,79.36345496380244,41.48272272272272,,
491,79.36687157820339,41.566646646646646,,
492,79.37028709243863,41.650570570570565,,
493,79.37370151490468,41.73449449449449,,
494,79.37711485059572,41.81841841841842,,
495,79.38052710113422,41.902342342342344,,
496,79.38393826480211,41.98626626626626,,
497,79.38734833657128,42.07019019019019,,
498,79.39075730813484,42.154114114114115,,
499,79.39416516793762,42.238038038038034,,
500,79.39757190120721,42.32196196196196,,
501,79.40097748998475,42.40588588588589,,
502,79.4043819131559,42.489809809809806,,
503,79.40778514648149,42.57373373373373,,
504,79.41118716262858,42.65765765765766,,
505,79.41458793120125,42.74158158158158,,
506,79.41798741877128,42.825505505505504,,
507,79.42138558890943,42.90942942942943,,
508,79.42478240221581,42.99335335335335,,
509,79.42817781635102,43.077277277277275,,
510,79.43157178606702,43.1612012012012,,
511,79.43496426323782,43.24512512512512,,
512,79.43835519689047,43.32904904904905,,
513,79.44174453323586,43.41297297297297,,
514,79.44513221569966,43.49689689689689,,
515,79.44851818495297,43.58082082082082,,
516,79.45190237894347,43.664744744744745,,
517,79.45528473292597,43.748668668668664,,
518,79.45866517949358,43.83259259259259,,
519,79.46204364860827,43.916516516516516,,
520,79.4654200676319,44.000440440440435,,
521,79.46879436135711,44.08436436436436,,
522,79.47216645203801,44.16828828828829,,
523,79.47553625942118,44.25221221221221,,
524,79.47890370077641,44.33613613613613,,
525,79.48226869092775,44.42006006006006,,
526,79.48563114228415,44.50398398398398,,
527,79.48899096487042,44.587907907907905,,
528,79.49234806635806,44.67183183183183,,
529,79.49570235209619,44.75575575575575,,
530,79.49905372514226,44.839679679679676,,
531,79.50240208629309,44.9236036036036,,
532,79.5057473341156,45.00752752752753,,
533,79.50908936497756,45.09145145145145,,
534,79.51242807307887,45.175375375375374,,
535,79.51576335048182,45.2592992992993,,
536,79.51909508714245,45.34322322322322,,
537,79.52242317094118,45.427147147147146,,
538,79.52574748771366,45.51107107107107,,
539,79.5290679212817,45.59499499499499,,
540,79.53238435348406,45.67891891891892,,
541,79.53569666420734,45.76284284284284,,
542,79.53900473141694,45.84676676676676,,
543,79.54230843118764,45.93069069069069,,
544,79.5456076377347,46.014614614614615,,
545,79.54890222344477,46.098538538538534,,
546,79.55219205890641,46.18246246246246,,
547,79.55547701294127,46.26638638638639,,
548,79.55875695263487,46.350310310310306,,
549,79.56203174336734,46.43423423423423,,
550,79.56530124884442,46.51815815815816,,
551,79.56856533112824,46.60208208208208,,
552,79.5718238506681,46.686006006006004,,
553,79.5750766663316,46.76992992992993,,
554,79.57832363543518,46.85385385385385,,
555,79.5815646137751,46.937777777777775,,
556,79.58479945565838,47.0217017017017,,
557,79.5880280139336,47.10562562562562,,
558,79.59125014002161,47.18954954954955,,
559,79.5944656839467,47.27347347347347,,
560,79.59767449436706,47.35739739739739,,
561,79.60087641860602,47.44132132132132,,
562,79.60407130268275,47.525245245245245,,
563,79.60725899134293,47.609169169169164,,
564,79.61043932808995,47.69309309309309,,
565,79.61361215521553,47.777017017017016,,
566,79.61677731383058,47.860940940940935,,
567,79.61993464389626,47.94486486486486,,
568,79.62308398425465,48.02878878878879,,
569,79.62622517265947,48.112712712712714,,
570,79.62935804580745,48.19663663663663,,
571,79.63248243936856,48.28056056056056,,
572,79.63559818801735,48.364484484484485,,
573,79.63870512546352,48.448408408408405,,
574,79.64180308448289,48.53233233233233,,
575,79.64489189694827,48.61625625625626,,
576,79.64797139386029,48.700180180180176,,
577,79.6510414053782,48.7841041041041,,
578,79.65410176085088,48.86802802802803,,
579,79.6571522888475,48.95195195195195,,
580,79.66019281718849,49.035875875875874,,
581,79.66322317297649,49.1197997997998,,
582,79.66624318262691,49.20372372372372,,
583,79.6692526718992,49.287647647647645,,
584,79.67225146592727,49.37157157157157,,
585,79.67523938925063,49.45549549549549,,
586,79.67821626584526,49.53941941941942,,
587,79.68118191915428,49.62334334334334,,
588,79.68413617211891,49.70726726726726,,
589,79.68707884720942,49.79119119119119,,
590,79.69000976645577,49.875115115115115,,
591,79.69292875147863,49.959039039039034,,
592,79.69583562352025,50.04296296296296,,
593,79.69873020347521,50.126886886886886,,
594,79.70161231192127,50.210810810810806,,
595,79.70448176915038,50.29473473473473,,
596,79.70733839519941,50.37865865865866,,
597,79.710182009881,50.46258258258258,,
598,79.7130124328145,50.5465065065065,,
599,79.71582948345679,50.63043043043043,,
600,79.71863298113301,50.71435435435435,,
601,79.72142274506768,50.798278278278275,,
602,79.72419859441534,50.8822022022022,,
603,79.72696034829148,50.96612612612612,,
604,79.72970782580337,51.05005005005005,,
605,79.73244084608102,51.13397397397397,,
606,79.7351592283079,51.2178978978979,,
607,79.7378627917517,51.30182182182182,,
608,79.74055135579567,51.385745745745744,,
609,79.74322473996882,51.46966966966967,,
610,79.74588276397738,51.55359359359359,,
611,79.74852524773515,51.637517517517516,,
612,79.75115201139471,51.72144144144144,,
613,79.75376287537807,51.80536536536536,,
614,79.75635766040779,51.88928928928929,,
615,79.75893618753736,51.973213213213214,,
616,79.76149827818256,52.05713713713713,,
617,79.76404375415203,52.14106106106106,,
618,79.76657243767832,52.224984984984985,,
619,79.76908415144842,52.308908908908904,,
620,79.77157871863506,52.39283283283283,,
621,79.7740559629272,52.47675675675676,,
622,79.776515708561,52.560680680680676,,
623,79.7789577803507,52.6446046046046,,
624,79.78138200371966,52.72852852852853,,
625,79.78378820473074,52.81245245245245,,
626,79.78617621011755,52.896376376376374,,
627,79.78854584731538,52.9803003003003,,
628,79.79089694449169,53.06422422422422,,
629,79.79322933057713,53.148148148148145,,
630,79.7955428352966,53.23207207207207,,
631,79.7978372891998,53.31599599599599,,
632,79.80011252369216,53.39991991991992,,
633,79.80236837106594,53.48384384384384,,
634,79.80460466453071,53.56776776776776,,
635,79.80682123824458,53.65169169169169,,
636,79.80901792734464,53.735615615615615,,
637,79.81119456797823,53.819539539539534,,
638,79.81335099733361,53.90346346346346,,
639,79.8154870536707,53.987387387387386,,
640,79.81760257635216,54.071311311311305,,
641,79.81969740587417,54.15523523523523,,
642,79.82177138389709,54.23915915915916,,
643,79.82382435327669,54.323083083083084,,
644,79.82585615809471,54.407007007007,,
645,79.82786664368977,54.49093093093093,,
646,79.82985565668842,54.574854854854856,,
647,79.83182304503562,54.658778778778775,,
648,79.83376865802599,54.7427027027027,,
649,79.83569234633445,54.82662662662663,,
650,79.83759396204714,54.910550550550546,,
651,79.83947335869222,54.99447447447447,,
652,79.84133039127077,55.0783983983984,,
653,79.8431649162877,55.16232232232232,,
654,79.84497679178249,55.246246246246244,,
655,79.84676587736011,55.33017017017017,,
656,79.84853203422192,55.41409409409409,,
657,79.85027512519643,55.498018018018016,,
658,79.85199501477022,55.58194194194194,,
659,79.85369156911882,55.66586586586586,,
660,79.85536465613741,55.74978978978979,,
661,79.85701414547198,55.83371371371371,,
662,79.8586399085499,55.91763763763763,,
663,79.86024181861082,56.00156156156156,,
664,79.86181975073764,56.085485485485485,,
665,79.86337358188744,56.169409409409404,,
