,x1var,x2var,x3var,y_test,y_pred
49,3.6863005801937927,1.7999999999999972,11.681511452593742,6.15973602468599,6.122979043775299
356,3.801160106619716,3.3999999999999986,12.581734688233643,6.1267255985231905,6.179048872710914
344,3.7055286790591953,1.1000000000000014,12.137734916533365,6.118558767628216,6.144202159775931
295,4.060812442079244,3.1999999999999993,13.886210371795881,6.2399864186374066,6.302649932240916
239,3.582394486047522,3.9999999999999964,11.862194049414901,6.160019869747126,6.082912171243117
298,3.756068445065808,4.0,11.491773327494665,6.2274466014176655,6.133034835872057
71,4.196935131052836,5.300000000000001,14.610478496625856,6.379112287731878,6.359442500756433
41,3.9824228355560187,4.900000000000002,11.332002929089981,6.283099623471489,6.20298537118555
288,3.8942339430094983,2.3999999999999986,12.948978568655063,6.234750141704651,6.224578987152149
32,4.123306941482335,2.3999999999999986,12.324291141915326,6.127643610230576,6.287185584482283
109,3.834436214304779,4.199999999999999,11.338964857820145,6.2126352638116,6.15520060449673
347,4.056307147667403,3.3999999999999986,13.374975629813719,6.271501272423491,6.287119216467243
130,3.8352748740145923,4.899999999999999,12.701658735236643,6.1991632111151755,6.187701758868047
130,3.8352748740145923,2.6000000000000014,12.701658735236643,6.1991632111151755,6.197137461019871
135,3.987337532890823,3.3000000000000007,11.533110372129325,6.174377340853318,6.216415456431687
88,3.885085212176985,1.5,11.877186561154335,6.202269086761547,6.197533435037043
25,3.7792105807750436,3.3999999999999986,11.930305968626305,6.118668485329117,6.15473675825259
345,3.6064769769753537,1.2999999999999972,11.916455368443883,6.163760108647477,6.103658629137387
268,3.7277305676108687,3.0,13.113181351329443,6.201782525787471,6.169148623769879
78,3.896570933545289,2.599999999999998,12.241439789367465,6.136339583457755,6.2063445340731445
287,3.8240920839313968,2.099999999999998,11.853425294226033,6.135581398826967,6.173508068934283
61,3.7271920391044198,3.700000000000003,11.950812586332253,6.108541007934629,6.136164798107015
53,4.199440540644215,4.699999999999999,11.634682814789402,6.553929629735896,6.286147878063801
144,3.977310836686268,4.600000000000001,12.098893811065563,6.231664895857351,6.2222049304458835
43,4.554552061212128,5.600000000000001,15.397020078315556,6.566645440983669,6.501309644692689
120,4.0283390334402425,3.1000000000000014,11.86999832972797,6.094155031310364,6.23999435215236
97,4.321563813930048,4.700000000000003,13.446262618420384,6.364920975990712,6.374741260781389
379,3.9581199746878757,2.599999999999998,13.759813898769664,6.279849981184968,6.266580645356584
238,4.033783757471697,5.099999999999998,11.845626313123555,6.25470730952248,6.2330322450215965
93,3.7311484064919567,2.8000000000000007,11.932431535778148,6.219606972726368,6.140742853846158
327,3.6039660750896103,3.3000000000000043,11.748637698440293,6.313807899380351,6.090270394027362
63,3.959440625383534,3.1000000000000014,12.469724542181876,6.316743691328627,6.231767596174558
360,3.790220814032381,1.6000000000000014,11.92021557341841,6.157414702080902,6.165643616493449
1,3.7499648293555823,1.3999999999999986,12.05022552756509,6.1511032572236335,6.155982864229947
310,3.918034529103516,3.5000000000000036,14.736799179554632,6.269219048967996,6.274272522790979
300,3.79627469857468,3.200000000000003,12.15919589960793,6.2160538501361975,6.167312196877702
147,3.7118055119032527,3.0,12.563827506148929,6.172319125882041,6.149534095889352
335,3.7720812501191854,2.3999999999999986,13.053988172265095,6.166341844451252,6.185321247395143
346,3.3138065562094523,18.3,11.770284918546796,6.113041147599343,5.929616158663291
215,3.8895543655239435,2.6000000000000014,12.34429862631133,6.214943417593295,6.206582501884804
270,4.268555065638026,4.900000000000002,15.623275421436057,6.413682500129843,6.411762198319844
161,3.8070815876440287,3.599999999999998,12.792118907921186,6.228185681784112,6.185679187432493
9,3.897355268944986,3.6000000000000014,11.716413098225932,6.127810088640817,6.1889938101348
193,3.6353129830958095,2.3000000000000007,13.468920306431707,6.157467035774085,6.149432540031175
370,3.8383412164233945,2.799999999999999,11.670911637027011,6.198388981437108,6.1708320216793275
87,4.22901968308556,4.299999999999997,15.824742327319298,6.422969226991237,6.405829752821667
261,4.003186192068832,3.0,14.761863654591476,6.241771317101287,6.306220033548482
199,3.7511740995183356,3.799999999999997,11.706244658786218,5.971783519731445,6.137695963942766
34,4.1259982441284375,3.0000000000000036,12.102199911465132,6.253943407869227,6.279930497754718
80,3.838617006792845,3.599999999999998,12.67138403340949,6.2641977813164695,6.193403585338902
143,4.0022530010400725,3.6000000000000014,13.550372449947387,6.251955671113558,6.272246144911658
317,4.180615968134071,2.6999999999999957,13.00613737893616,6.193801468570503,6.323196652841504
194,4.008135362249279,3.200000000000003,13.206630993722895,6.156098829894266,6.2670576312389255
76,3.965693871568105,0.8999999999999986,12.474483974210651,6.081626864300664,6.2430636789315015
17,3.895217747486533,2.799999999999997,12.261346506938395,6.18394088155534,6.205571728599814
281,3.9669387626482493,3.599999999999998,14.300475457162666,6.268347172082763,6.279427781278272
78,3.896570933545289,1.1999999999999957,12.241439789367465,6.136339583457755,6.212088004948168
351,4.054180168993196,2.299999999999997,13.809525684282802,6.306423067861933,6.302089499154823
248,4.0996033131601495,3.8000000000000043,13.661070669653608,6.313842615896116,6.30771713114997
40,3.817679284591267,2.700000000000003,12.03344396070712,6.107768888883443,6.173478560152634
179,3.9870821911266905,3.1999999999999993,12.48793783266039,6.31581805688636,6.241321595060673
202,3.7676188851464745,4.699999999999999,11.052586977400242,6.153379422714733,6.122823284057173
79,3.9274712748193283,2.599999999999998,13.632832137502055,6.226453456532376,6.2527829770300425
74,4.162103616258621,3.8000000000000043,14.535222256542497,6.36740035044309,6.351693446728547
21,3.83519898718632,2.799999999999997,13.313401831417513,6.272561299371813,6.212041229814158
132,3.669795959648666,3.400000000000002,11.542824015316091,6.064912719810876,6.107174742121051
277,4.194254902479097,5.9999999999999964,14.721851554985083,6.345320019803089,6.358517547061529
177,3.7836428804711533,3.700000000000003,12.09280315847092,6.168303914991019,6.159212337273343
372,4.291311614358734,3.8999999999999986,11.850668322582012,6.349680855113727,6.326549932855826
383,3.690136389746525,1.8000000000000007,12.065464845518289,6.169118849899139,6.134182217215329
105,4.003200865224874,2.0,12.033925156934558,6.189570869490961,6.240092286304798
376,3.9157311820212843,8.399999999999995,12.593669055095855,6.175684082101931,6.1982007258024705
158,3.544432709566697,1.1999999999999993,11.504096605033407,6.060290857290525,6.072138833328437
235,3.742400134436821,2.3000000000000043,12.217047204158199,6.1395590907812405,6.153987139085238
118,3.6954270670053857,3.0,13.168874756638292,6.27824184220591,6.1594857780319465
191,4.451493572177536,3.1999999999999993,12.257312188473142,6.42253121014965,6.394916423690969
84,3.9169652104394954,5.700000000000003,11.43508283534914,6.230445088067986,6.179871618641313
164,4.234282140520533,3.399999999999995,14.535044037968143,6.33403523446694,6.378124316235775
